Accuracy
0.802977232924693
0.807355516637478
0.80385288966725
0.80385288966725
0.753064798598949
0.753064798598949
0.807355516637478
0.807355516637478
0.805604203152364
0.802977232924693
0.802977232924693
0.806479859894921
0.807355516637478
0.805604203152364
0.794220665499124
0.820490367775832
0.81523642732049
0.819614711033275
0.819614711033275
0.818739054290718
0.821366024518389
0.819614711033275
0.818739054290718
0.817863397548161
0.817863397548161
0.817863397548161
0.802977232924693
0.802977232924693
0.817863397548161
0.81523642732049
0.799474605954466
0.819614711033275
0.819614711033275
0.821366024518389
0.816112084063047
0.819614711033275
